,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
3234,1180,126,3,2,1,3,No,No,Yes,No,Tatuapé
1791,403,60,3,2,1,1,No,No,Yes,No,Jaguaré
4323,470,50,2,1,0,1,No,No,Yes,No,Butantã
900,0,38,2,2,1,1,No,No,No,No,Capão Redondo
2693,650,60,2,1,0,2,No,No,Yes,No,Mandaqui
2858,360,53,2,2,1,1,No,No,Yes,No,Vila Guilherme
2483,750,44,1,2,1,1,No,No,Yes,No,Liberdade
10800,1590,188,4,3,2,2,No,No,Yes,No,Vila Mariana
10091,500,60,2,2,1,2,No,No,No,No,Brasilândia
4586,610,64,2,1,0,1,No,No,Yes,No,Limão
3935,497,65,2,1,0,1,No,No,Yes,No,Sacomã
4646,1200,114,2,2,1,1,No,No,No,No,Perdizes
10351,524,89,3,2,1,2,No,No,Yes,No,Casa Verde
10921,1210,127,2,2,0,2,No,No,Yes,No,Perdizes
1800,521,58,2,2,1,1,No,No,Yes,No,Jaguaré
9808,300,30,1,2,1,1,Yes,Yes,Yes,No,Vila Prudente
1478,980,40,1,2,1,1,Yes,No,No,No,Vila Mariana
353,1250,120,3,2,1,2,No,No,No,No,Penha
4154,559,36,1,1,0,1,No,No,No,No,Vila Mariana
498,0,57,2,2,1,1,No,No,Yes,No,São Miguel
4434,410,65,2,2,1,1,No,No,Yes,No,Freguesia do Ó
2399,367,34,1,1,0,1,No,Yes,Yes,No,Consolação
1104,386,55,2,2,1,1,No,No,No,No,Jabaquara
1942,1016,66,2,2,1,2,Yes,Yes,Yes,No,Perdizes
2373,350,40,1,1,0,1,No,No,Yes,No,Consolação
2393,723,50,2,1,0,0,Yes,No,No,No,Consolação
9794,0,35,1,2,1,1,No,No,No,No,Vila Matilde
3906,2775,246,4,5,4,4,No,No,No,No,Morumbi
23,530,59,3,2,1,1,No,No,No,No,Belém
2049,539,77,2,2,1,2,No,Yes,Yes,No,Rio Pequeno
5178,650,60,2,2,1,1,Yes,No,No,No,Vila Madalena
5226,1000,51,1,2,1,1,No,No,Yes,No,Mooca
708,450,60,2,2,1,1,No,No,No,No,Vila Prudente
983,1200,180,4,6,3,2,Yes,No,Yes,No,Cidade Dutra
1497,1200,80,3,2,1,2,No,Yes,Yes,No,Vila Mariana
3182,100,44,2,1,0,1,No,No,No,No,São Miguel
10275,1726,75,1,2,1,2,No,Yes,No,No,Bela Vista
10868,550,95,3,3,2,2,No,No,Yes,No,Butantã
3856,600,104,2,1,0,1,No,No,No,No,Moema
3009,100,38,1,1,0,1,No,No,No,No,Carrão
1405,800,78,3,2,1,1,Yes,No,Yes,No,Saúde
10569,470,60,2,1,0,1,No,No,No,No,Campo Grande
793,3200,250,3,5,3,5,No,No,Yes,No,Campo Belo
9955,675,70,2,2,1,2,Yes,Yes,Yes,No,Moema
4514,1100,154,3,3,1,2,No,No,Yes,No,Lapa
9688,273,40,1,2,1,1,Yes,No,Yes,No,Itaquera
4459,780,78,2,2,1,2,Yes,No,No,No,Jaguaré
2984,480,68,1,1,0,0,Yes,No,No,No,Belém
11127,600,70,3,2,1,2,Yes,Yes,No,No,Mooca
10678,1300,110,2,3,2,2,No,No,Yes,No,Moema
10753,1100,135,3,4,3,2,No,No,Yes,No,Santo Amaro
3484,298,52,2,1,0,1,No,No,No,No,Campo Limpo
3030,1100,120,3,2,1,2,Yes,No,Yes,No,Carrão
9363,450,54,2,2,1,1,Yes,No,No,No,Mandaqui
4097,2800,330,4,5,4,4,No,No,No,No,Vila Andrade
1338,450,45,1,2,1,1,Yes,Yes,Yes,No,Santo Amaro
9648,442,67,2,2,1,2,No,No,No,No,Cidade Líder
1738,368,45,2,2,1,1,Yes,No,Yes,No,Cachoeirinha
3795,1077,70,2,3,2,1,No,Yes,Yes,No,Moema
3508,611,60,2,1,0,1,No,No,Yes,No,Cursino
3150,100,30,1,1,0,0,No,No,No,No,Penha
10691,2350,220,3,4,3,3,No,No,Yes,No,Morumbi
927,561,55,2,2,1,1,Yes,No,Yes,No,Capão Redondo
10535,1650,180,3,4,3,3,No,No,Yes,No,Campo Belo
9230,480,52,2,2,1,1,Yes,No,Yes,No,Pari
1490,656,55,2,2,1,1,Yes,Yes,Yes,No,Vila Mariana
868,0,42,2,2,1,1,Yes,No,Yes,No,Campo Limpo
4563,510,70,3,2,1,1,No,No,Yes,No,Limão
2528,1018,140,2,2,0,1,No,No,No,No,República
1112,360,65,2,2,1,1,Yes,No,No,No,Jabaquara
2772,585,78,2,2,1,1,No,No,Yes,No,Tremembé
803,1100,80,2,2,1,2,No,No,No,No,Campo Belo
5157,1439,105,3,3,1,2,Yes,No,Yes,No,Vila Madalena
536,525,73,2,2,1,2,Yes,Yes,Yes,No,Tatuapé
3071,0,55,2,2,1,1,No,No,No,No,Guaianazes
9277,380,75,2,2,1,1,No,No,No,No,Santa Cecília
9101,1332,169,3,3,1,1,Yes,No,No,No,Bela Vista
5216,617,78,2,2,1,1,No,No,No,No,Mooca
774,522,50,2,2,1,1,Yes,No,No,No,Cambuci
1577,450,48,2,2,1,1,Yes,No,Yes,No,Vila Sônia
10124,599,56,2,2,1,1,Yes,No,Yes,No,Freguesia do Ó
9341,450,80,3,3,1,1,No,No,No,No,Jaçanã
1239,776,70,2,3,2,1,Yes,No,Yes,No,Moema
2840,536,74,2,2,1,1,No,No,No,No,Vila Guilherme
1960,2100,92,2,3,1,2,No,Yes,No,No,Perdizes
839,1750,184,4,4,3,4,No,Yes,No,No,Campo Grande
10951,600,31,1,2,1,1,No,Yes,Yes,No,Pinheiros
1474,284,51,2,2,1,1,Yes,No,Yes,No,Vila Andrade
5239,398,57,3,2,1,1,Yes,No,Yes,No,Mooca
390,0,50,2,2,1,1,No,No,No,No,Ponte Rasa
787,738,80,2,2,1,2,No,Yes,No,No,Cambuci
10165,2200,250,4,6,4,5,Yes,Yes,Yes,No,Perdizes
10253,446,50,2,1,0,0,No,No,No,No,Barra Funda
3006,1750,231,3,4,3,2,No,No,Yes,No,Carrão
2347,320,32,1,1,0,0,No,No,No,No,Brás
2314,270,70,2,1,0,1,No,No,No,No,Brás
638,240,42,2,2,1,1,No,No,No,No,Vila Jacuí
4273,5600,364,4,5,4,5,No,No,No,No,Alto de Pinheiros
185,0,50,2,2,1,1,No,No,No,No,Ermelino Matarazzo
3464,750,75,3,2,1,2,No,Yes,Yes,No,Campo Grande
10273,1350,140,3,2,1,1,No,No,No,No,Bela Vista
1927,991,110,2,2,1,2,Yes,No,No,No,Perdizes
9227,420,58,2,2,1,1,No,No,Yes,No,Pari
680,720,93,2,2,1,1,No,No,Yes,No,Vila Matilde
9758,1809,168,4,4,3,4,No,No,No,No,Tatuapé
4542,0,43,2,1,0,1,No,No,Yes,No,Lapa
2953,0,65,2,1,0,0,No,No,No,No,Artur Alvim
10029,450,60,2,2,1,1,Yes,Yes,Yes,No,Vila Andrade
2230,1500,180,4,4,3,3,No,No,Yes,No,Bela Vista
485,0,45,2,2,1,1,Yes,No,No,No,São Mateus
9459,326,53,2,2,1,1,No,No,Yes,No,Vila Guilherme
3582,700,120,3,2,1,2,No,No,No,No,Ipiranga
9089,1300,50,2,2,1,1,Yes,Yes,Yes,No,Bela Vista
1814,490,53,2,2,1,1,No,No,No,No,Jaguaré
3601,600,92,2,1,0,1,No,No,No,No,Itaim Bibi
2094,498,48,2,2,1,1,No,Yes,Yes,No,Vila Leopoldina
904,0,50,2,2,1,1,No,No,No,No,Capão Redondo
2421,747,63,2,3,2,2,No,No,Yes,No,Consolação
2510,470,41,1,2,1,1,Yes,No,Yes,No,República
3775,1300,138,3,2,1,1,No,No,No,No,Jardim Paulista
1101,1200,93,2,3,1,1,Yes,No,No,No,Itaim Bibi
53,310,57,2,2,1,1,No,No,No,No,Cangaíba
1266,1500,140,2,3,2,4,Yes,No,Yes,No,Morumbi
4456,350,53,2,1,0,1,No,No,Yes,No,Jaguaré
3690,800,80,3,2,1,1,No,No,No,No,Jabaquara
10670,1900,170,4,4,3,3,No,No,Yes,No,Moema
2255,2200,200,4,2,1,2,Yes,No,No,No,Bom Retiro
1420,400,55,2,2,1,1,No,No,No,No,Socorro
2857,390,58,2,1,0,1,No,Yes,No,No,Vila Guilherme
1919,395,73,2,2,1,1,No,No,No,No,Limão
9360,546,65,3,2,1,1,No,No,No,No,Mandaqui
10041,780,62,2,2,1,2,Yes,No,Yes,No,Vila Mariana
3029,1100,115,3,2,1,2,No,No,Yes,No,Carrão
9215,500,65,2,2,1,1,Yes,No,Yes,No,Pari
553,0,47,2,2,1,1,Yes,No,Yes,No,Vila Curuçá
3154,280,56,2,1,0,1,No,No,Yes,No,Sapopemba
11184,700,84,3,1,0,2,Yes,No,Yes,No,Mooca
3175,0,34,1,1,0,0,No,No,No,No,São Lucas
4774,547,64,2,1,0,0,No,No,No,No,Pirituba
354,551,57,2,2,1,1,No,No,No,No,Penha
4257,1182,129,3,2,1,3,No,No,Yes,No,Alto de Pinheiros
3872,1012,96,3,2,1,2,No,No,No,No,Morumbi
1027,757,61,2,2,1,1,No,No,No,No,Cursino
4844,795,72,2,2,1,2,No,Yes,Yes,No,Vila Leopoldina
2334,403,80,2,1,0,0,No,No,No,No,Brás
2513,386,41,1,1,0,0,No,No,No,No,República
4759,275,50,2,1,0,1,Yes,No,No,No,Pirituba
2085,840,88,2,3,1,2,Yes,No,Yes,No,Vila Leopoldina
1105,424,58,2,2,1,1,Yes,No,No,No,Jabaquara
10064,3000,215,3,5,3,4,No,No,Yes,No,Vila Sônia
2332,430,48,2,1,0,0,No,No,No,No,Brás
1898,600,90,3,2,1,1,Yes,No,Yes,No,Limão
10465,497,60,2,1,0,1,No,Yes,No,No,Tatuapé
4802,750,100,3,2,1,2,No,No,Yes,No,Pirituba
1202,1000,60,2,2,1,2,Yes,No,Yes,No,Jardim Paulista
10406,590,52,2,2,1,1,No,No,No,No,Aricanduva
622,340,49,2,2,1,1,No,No,No,No,Vila Jacuí
10088,650,60,2,2,1,1,Yes,No,Yes,No,Anhanguera
3207,800,90,3,2,1,2,No,Yes,Yes,No,Tatuapé
3519,450,52,2,1,0,1,No,No,No,No,Ipiranga
1759,700,84,3,2,1,1,Yes,Yes,Yes,No,Freguesia do Ó
3570,941,146,4,4,3,2,Yes,No,Yes,No,Ipiranga
3814,0,68,2,2,1,1,No,Yes,Yes,No,Moema
2751,732,60,2,2,0,1,No,No,No,No,Santana
10897,950,100,2,1,0,1,No,No,No,No,Lapa
4476,692,78,2,2,1,2,No,No,Yes,No,Jaguaré
3789,900,80,3,1,0,1,No,No,Yes,No,Moema
4340,764,70,3,1,0,2,No,No,Yes,No,Butantã
4218,1100,162,3,2,1,2,No,No,No,No,Vila Sônia
3986,5000,296,4,5,4,3,No,Yes,Yes,No,Santo Amaro
9261,540,40,1,2,1,1,No,No,Yes,No,Santa Cecília
2328,639,72,3,2,1,1,No,No,Yes,No,Brás
10457,340,50,2,1,0,1,No,No,No,No,São Miguel
1727,450,60,2,2,1,1,Yes,No,No,No,Cachoeirinha
3558,500,72,2,2,1,1,No,No,No,No,Ipiranga
408,246,56,2,2,1,1,No,No,No,No,Sapopemba
10740,1316,160,3,3,2,2,No,No,Yes,No,Santo Amaro
1428,320,65,2,2,1,1,No,Yes,No,No,Socorro
3654,2100,180,2,3,2,3,No,Yes,No,No,Itaim Bibi
5297,1200,84,1,2,1,1,Yes,Yes,Yes,No,Vila Olimpia
1077,1460,62,1,2,1,2,Yes,Yes,Yes,No,Itaim Bibi
3637,1858,133,3,3,2,3,No,No,Yes,No,Itaim Bibi
4098,400,50,2,1,0,1,No,No,Yes,No,Vila Andrade
5399,1000,98,2,2,1,2,No,Yes,Yes,No,Brooklin
1912,395,73,2,2,1,1,No,No,No,No,Limão
4722,547,78,2,2,1,2,No,No,No,No,Pinheiros
5154,650,34,1,2,1,1,No,No,No,No,Vila Madalena
1256,585,48,2,2,1,1,No,Yes,Yes,No,Morumbi
2477,640,70,2,1,0,0,Yes,No,No,No,Liberdade
10963,650,30,1,1,0,1,No,Yes,No,No,Pinheiros
1999,650,53,2,2,1,1,Yes,No,No,No,Pirituba
3915,550,70,3,2,1,1,No,No,No,No,Morumbi
10018,0,52,2,2,1,1,Yes,No,No,No,Socorro
9831,3283,218,3,4,3,4,Yes,Yes,Yes,No,Campo Belo
9468,2265,290,3,5,2,3,No,No,Yes,No,Vila Guilherme
10534,1650,180,4,3,2,3,No,No,Yes,No,Campo Belo
2809,436,67,3,2,1,1,No,No,Yes,No,Tucuruvi
1127,712,68,2,2,1,1,No,No,No,No,Jabaquara
1387,665,65,2,2,1,1,Yes,No,No,No,Saúde
3664,750,42,1,1,0,1,No,No,No,No,Jabaquara
3609,2400,360,4,5,4,3,No,No,Yes,No,Itaim Bibi
2523,260,33,1,1,0,1,No,Yes,No,No,República
4886,580,70,1,1,0,1,No,No,Yes,No,Vila Leopoldina
9222,560,65,2,2,1,1,Yes,No,Yes,No,Pari
3540,1400,140,3,4,3,2,No,No,Yes,No,Ipiranga
1760,486,81,2,2,1,1,No,No,No,No,Freguesia do Ó
67,0,52,3,2,1,1,No,No,No,No,Cangaíba
4265,1000,90,2,2,1,1,Yes,No,No,No,Alto de Pinheiros
9254,580,149,2,2,1,1,Yes,No,No,No,República
10766,540,50,2,1,0,1,No,No,Yes,No,Saúde
2409,435,49,1,1,0,1,No,No,Yes,No,Consolação
1366,1700,128,3,5,3,2,No,No,Yes,No,Santo Amaro
357,200,47,1,2,1,1,Yes,No,No,No,Penha
1376,747,55,2,2,1,1,No,No,No,No,Saúde
9400,890,100,3,3,1,1,No,No,Yes,No,Santana
3754,1408,70,2,2,1,2,No,No,Yes,No,Jardim Paulista
4549,1750,176,3,4,3,3,No,No,Yes,No,Lapa
85,580,98,2,1,2,2,No,No,Yes,No,Carrão
9309,895,82,3,2,1,2,No,No,No,No,Casa Verde
248,450,57,2,2,1,1,Yes,Yes,No,No,Itaquera
4229,2200,165,3,2,1,2,Yes,No,Yes,No,Alto de Pinheiros
4823,623,62,2,1,0,1,No,No,No,No,Rio Pequeno
4376,350,50,2,1,0,1,No,No,Yes,No,Cachoeirinha
1780,600,79,3,3,1,2,Yes,No,Yes,No,Freguesia do Ó
9322,50,45,2,2,1,1,No,No,No,No,Jaçanã
10061,1475,102,3,2,1,2,No,No,Yes,No,Vila Sônia
712,458,50,2,2,1,1,No,No,Yes,No,Vila Prudente
3325,455,60,3,2,1,1,No,No,No,No,Vila Prudente
10724,1486,127,4,2,1,2,No,No,No,No,Morumbi
4532,788,75,3,1,0,1,No,No,No,No,Lapa
10560,1100,140,3,2,1,2,No,No,Yes,No,Campo Grande
930,350,50,2,2,1,1,Yes,No,No,No,Capão Redondo
809,856,62,1,2,1,1,Yes,Yes,Yes,No,Campo Belo
4579,390,60,2,1,0,1,No,No,Yes,No,Limão
724,821,89,3,3,1,1,Yes,No,No,No,Cambuci
1437,620,75,3,2,1,1,No,No,No,No,Socorro
501,0,44,2,2,1,1,No,No,No,No,São Miguel
10886,698,78,2,2,1,2,Yes,No,No,No,Jaguaré
2275,875,201,3,2,1,1,No,No,No,No,Bom Retiro
3283,840,92,3,2,1,2,No,No,No,No,Vila Prudente
9980,673,50,1,2,1,1,Yes,Yes,No,No,Morumbi
1997,0,50,2,2,1,1,Yes,Yes,No,No,Pirituba
4671,2320,165,3,4,3,3,No,No,Yes,No,Perdizes
2690,877,84,3,2,1,3,No,No,Yes,No,Mandaqui
11144,440,52,1,2,1,1,Yes,No,Yes,No,Brooklin
1068,786,90,3,2,1,1,Yes,No,No,No,Ipiranga
5262,2500,230,4,5,2,4,No,No,Yes,No,Brooklin
9967,643,95,2,3,2,2,No,No,Yes,No,Morumbi
4424,730,72,3,2,1,1,No,No,Yes,No,Freguesia do Ó
1872,780,92,2,2,1,2,No,Yes,No,No,Lapa
368,700,68,3,2,1,1,No,No,No,No,Penha
5430,950,68,1,2,1,1,No,No,Yes,No,Brooklin
4597,299,58,2,1,0,1,No,Yes,No,No,Limão
9914,597,60,2,2,1,1,No,No,Yes,No,Jabaquara
2669,1034,122,3,4,3,3,Yes,No,Yes,No,Mandaqui
4394,465,52,2,1,0,1,No,No,No,No,Freguesia do Ó
1768,480,53,2,2,1,1,Yes,Yes,Yes,No,Freguesia do Ó
426,430,65,3,2,1,2,Yes,No,No,No,São Lucas
10727,660,75,3,2,1,2,No,No,No,No,Sacomã
364,0,75,3,2,1,2,No,No,No,No,Penha
9217,480,64,2,2,1,1,Yes,No,Yes,No,Pari
3370,850,80,2,1,0,1,No,No,No,No,Cambuci
1199,695,89,2,2,1,1,Yes,Yes,No,No,Jardim Paulista
748,3300,250,4,7,4,4,No,No,Yes,No,Cambuci
4344,500,67,2,1,0,1,No,No,Yes,No,Butantã
9519,1500,145,4,4,2,2,No,No,Yes,No,Medeiros
1834,650,67,2,2,1,1,No,No,Yes,No,Jaraguá
2507,360,80,2,1,0,0,No,No,No,No,República
685,0,34,1,2,1,1,Yes,No,Yes,No,Vila Prudente
190,0,62,3,2,1,1,No,No,No,No,Ermelino Matarazzo
747,1080,90,2,3,1,2,Yes,Yes,Yes,No,Cambuci
221,1100,87,2,2,1,1,No,No,No,No,Iguatemi
3900,900,96,1,2,1,2,No,No,Yes,No,Morumbi
4895,2000,210,3,4,3,4,No,No,Yes,No,Vila Leopoldina
1009,1007,93,3,2,1,2,Yes,No,Yes,No,Cursino
1787,380,68,3,2,1,1,No,No,No,No,Jaguaré
1412,500,50,2,2,1,1,Yes,No,Yes,No,Socorro
2084,850,73,2,2,1,1,Yes,No,Yes,No,Vila Leopoldina
5422,2450,210,2,3,2,4,No,Yes,Yes,No,Brooklin
3964,434,60,2,1,0,1,No,No,Yes,No,Sacomã
1385,630,60,2,2,1,1,Yes,No,Yes,No,Saúde
11186,2500,240,4,5,4,4,No,Yes,Yes,No,Brooklin
9415,690,68,2,2,1,2,No,No,No,No,Tremembé
9311,560,70,1,2,1,2,No,No,No,No,Casa Verde
4629,1162,140,4,2,1,1,No,No,Yes,No,Perdizes
4138,1880,132,4,3,2,2,No,No,Yes,No,Vila Andrade
1271,1290,78,1,2,1,2,Yes,Yes,Yes,No,Morumbi
1021,478,58,2,2,1,1,Yes,Yes,Yes,No,Cursino
3771,4000,360,3,4,3,2,Yes,No,No,No,Jardim Paulista
10764,653,60,2,2,1,2,No,No,No,No,Saúde
10012,0,55,2,2,1,1,Yes,No,No,No,Socorro
9882,550,68,2,2,1,1,No,No,No,No,Ipiranga
2762,3400,219,3,4,3,4,No,No,No,No,Santana
1232,3700,270,4,5,4,2,No,Yes,No,No,Moema
2016,1350,133,3,4,1,2,Yes,No,Yes,No,Pirituba
3694,550,55,2,1,0,1,No,No,Yes,No,Jabaquara
4813,402,65,2,2,1,1,No,No,Yes,No,Rio Pequeno
3985,1000,135,3,4,3,2,Yes,No,Yes,No,Santo Amaro
2624,850,90,3,2,1,1,No,No,No,No,Casa Verde
836,350,48,2,2,1,1,Yes,No,No,No,Campo Grande
1148,350,44,2,2,1,1,Yes,No,No,No,Jardim Ângela
3656,384,92,2,1,0,1,Yes,No,No,No,Itaim Bibi
10345,473,54,2,1,0,0,No,No,No,No,Santa Cecília
2617,540,49,1,1,0,1,No,Yes,Yes,No,Casa Verde
3823,2000,128,2,2,1,3,No,No,Yes,No,Moema
1439,442,52,2,2,1,1,Yes,No,No,No,Socorro
1784,360,58,2,2,1,1,No,No,No,No,Freguesia do Ó
2730,1395,94,3,3,1,2,No,No,Yes,No,Santana
5296,800,70,2,2,1,1,No,No,No,No,Vila Olimpia
4127,580,60,2,1,0,2,Yes,Yes,Yes,No,Vila Andrade
182,520,55,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
382,473,49,2,2,1,1,No,No,Yes,No,Penha
2844,400,58,2,1,0,1,No,Yes,No,No,Vila Guilherme
1487,680,70,3,2,1,1,Yes,No,No,No,Vila Mariana
4832,980,121,3,2,1,2,No,No,No,No,Vila Leopoldina
3243,564,55,2,1,0,1,No,No,No,No,Vila Matilde
1695,550,65,2,2,1,1,Yes,Yes,No,No,Butantã
2001,1350,132,3,3,1,2,Yes,Yes,Yes,No,Pirituba
3954,570,60,2,2,1,1,No,No,Yes,No,Sacomã
4101,1800,150,3,4,3,2,No,Yes,Yes,No,Vila Andrade
706,300,44,2,2,1,1,No,No,No,No,Vila Prudente
1423,700,75,3,2,1,1,Yes,No,Yes,No,Socorro
10313,571,55,1,1,0,1,No,No,Yes,No,Consolação
1970,1801,91,2,3,1,1,Yes,No,Yes,No,Pinheiros
10904,330,55,2,2,1,1,No,No,No,No,Lapa
3145,0,49,2,1,0,1,No,No,Yes,No,Penha
4623,1935,140,4,2,1,2,No,Yes,Yes,No,Perdizes
9562,714,78,3,2,1,2,No,Yes,No,No,Água Rasa
4390,392,52,2,1,0,1,No,No,Yes,No,Freguesia do Ó
3679,1029,67,2,2,1,1,No,No,No,No,Jabaquara
1774,500,56,2,2,1,1,No,No,No,No,Freguesia do Ó
1476,718,64,2,2,1,2,No,No,Yes,No,Vila Andrade
2969,420,46,2,1,0,1,No,No,No,No,Belém
3855,645,100,2,1,0,1,No,No,No,No,Moema
3788,1478,115,2,2,1,2,Yes,Yes,Yes,No,Moema
5363,732,76,2,2,1,2,No,No,Yes,No,Mooca
1757,435,52,2,2,1,1,Yes,No,No,No,Freguesia do Ó
9152,350,50,1,2,1,1,Yes,No,No,No,Brás
457,534,58,2,2,1,1,Yes,No,No,No,São Lucas
358,380,52,2,2,1,1,Yes,No,No,No,Penha
441,560,60,2,2,1,1,No,No,No,No,São Lucas
1640,500,60,2,3,1,1,Yes,No,Yes,No,Anhanguera
3063,410,50,2,1,0,1,No,No,No,No,Cidade Líder
1058,1600,140,3,4,3,2,Yes,No,Yes,No,Ipiranga
2072,0,59,2,2,1,1,No,No,Yes,No,Rio Pequeno
5182,390,64,3,2,1,1,Yes,No,Yes,No,Mooca
929,1,48,2,2,1,1,No,No,No,No,Capão Redondo
2979,416,45,2,1,0,1,No,No,No,No,Belém
663,500,48,2,2,1,1,Yes,No,No,No,Vila Matilde
3566,730,60,2,2,1,2,No,No,Yes,No,Ipiranga
3565,0,133,4,3,2,3,No,No,No,No,Ipiranga
10665,920,57,2,1,0,1,No,No,Yes,No,Moema
482,250,57,2,2,1,1,Yes,No,No,No,São Mateus
10319,480,41,1,1,0,1,No,No,Yes,No,Consolação
1723,277,50,2,2,1,1,Yes,Yes,Yes,No,Cachoeirinha
4330,628,75,3,1,0,1,No,No,Yes,No,Butantã
1879,2276,167,3,2,1,3,Yes,No,Yes,No,Lapa
4626,2800,250,3,4,3,0,Yes,No,Yes,No,Perdizes
10454,343,60,2,1,0,1,No,No,No,No,Sapopemba
2816,564,78,3,1,0,1,No,No,Yes,No,Tucuruvi
2866,367,56,1,1,0,0,No,No,No,No,Vila Maria
10858,414,51,2,1,0,1,No,Yes,No,No,Butantã
1888,700,83,3,2,1,1,No,No,Yes,No,Lapa
10009,500,50,2,2,1,1,No,No,No,No,Saúde
2747,85,125,2,1,0,0,No,No,No,No,Santana
10084,670,43,1,2,1,1,Yes,No,Yes,No,Alto de Pinheiros
10024,600,80,2,3,2,2,Yes,No,Yes,No,Vila Andrade
10935,1800,164,3,2,1,2,No,No,Yes,No,Perdizes
3739,2100,151,3,4,3,3,No,No,Yes,No,Jardim Paulista
2618,420,49,1,1,0,1,No,Yes,Yes,No,Casa Verde
3496,528,60,2,1,0,1,No,No,No,No,Cidade Ademar
4345,760,65,3,2,1,1,No,No,Yes,No,Butantã
9343,550,70,2,2,1,2,Yes,No,No,No,Jaçanã
421,330,56,2,2,1,1,No,No,No,No,Sapopemba
9724,280,56,2,2,1,1,Yes,No,Yes,No,São Lucas
9471,362,60,2,2,1,2,No,No,No,No,Vila Guilherme
3491,394,47,2,1,0,1,No,No,No,No,Cidade Ademar
10162,778,65,2,2,1,1,No,No,No,No,Perdizes
4110,842,72,3,2,1,2,No,No,Yes,No,Vila Andrade
767,810,80,2,2,1,1,Yes,No,No,No,Cambuci
10362,611,37,1,1,0,1,No,No,Yes,No,Santana
2889,980,112,2,2,1,3,No,Yes,Yes,No,Água Rasa
3579,1700,324,3,4,3,0,No,No,No,No,Ipiranga
10188,1100,120,3,3,1,2,Yes,No,No,No,Pinheiros
2859,580,57,1,1,0,1,Yes,No,Yes,No,Vila Guilherme
10633,270,44,1,1,0,1,No,No,No,No,Jabaquara
10308,526,30,1,1,0,0,No,No,No,No,Consolação
4055,450,57,2,2,1,1,No,No,Yes,No,Saúde
4167,1360,90,3,2,1,2,No,No,Yes,No,Vila Mariana
2878,36,45,1,2,1,0,No,No,Yes,No,Vila Maria
1404,700,75,2,2,1,1,Yes,No,No,No,Saúde
2896,430,56,2,2,1,1,Yes,No,Yes,No,Água Rasa
4254,3580,220,4,3,2,3,No,No,No,No,Alto de Pinheiros
10748,680,70,1,1,0,2,No,Yes,Yes,No,Santo Amaro
1496,180,70,2,2,1,1,Yes,No,No,No,Vila Mariana
857,589,65,1,2,1,2,Yes,No,Yes,No,Campo Grande
4145,450,50,1,1,0,1,No,No,No,No,Vila Mariana
10010,830,84,3,2,1,1,Yes,No,Yes,No,Saúde
3351,590,54,2,1,0,1,No,No,No,No,Cambuci
925,305,48,2,2,1,1,No,No,No,No,Capão Redondo
3111,0,56,2,1,0,1,No,No,No,No,José Bonifácio
2184,1470,109,3,2,1,2,No,No,No,No,Bela Vista
1150,550,65,3,2,1,1,No,No,Yes,No,Jardim Ângela
5206,540,50,2,2,1,1,No,No,Yes,No,Mooca
10926,550,30,1,1,0,1,No,Yes,Yes,No,Perdizes
10889,400,65,2,1,0,1,No,Yes,Yes,No,Jaguaré
1503,680,68,2,2,1,1,No,No,Yes,No,Vila Mariana
10492,574,79,3,1,0,2,No,No,Yes,No,Cambuci
3972,700,70,1,1,0,0,No,Yes,Yes,No,Santo Amaro
2717,3396,314,3,4,3,4,No,No,Yes,No,Santana
3545,1653,164,4,2,1,2,No,No,No,No,Ipiranga
9510,290,60,2,2,1,1,Yes,No,No,No,Vila Maria
10260,512,38,1,1,0,0,No,No,No,No,Bela Vista
2651,564,63,3,2,1,1,No,No,No,No,Casa Verde
2112,835,74,2,3,1,2,No,No,Yes,No,Vila Leopoldina
9610,0,59,2,2,1,1,No,No,No,No,Artur Alvim
1073,3000,136,2,4,2,1,Yes,Yes,Yes,No,Itaim Bibi
4062,800,62,2,1,0,2,No,No,No,No,Saúde
3321,480,50,2,1,0,1,No,No,Yes,No,Vila Prudente
10066,691,80,3,2,1,1,No,No,No,No,Vila Sônia
4198,1100,84,3,2,1,2,No,Yes,Yes,No,Vila Sônia
10813,600,80,2,1,0,0,No,No,No,No,Vila Mariana
10598,1650,213,4,4,3,3,No,No,Yes,No,Ipiranga
9843,600,60,2,2,1,1,No,No,No,No,Campo Grande
5358,0,110,2,1,0,1,No,No,No,No,Mooca
4046,852,70,2,2,1,1,Yes,No,Yes,No,Saúde
2974,300,48,2,1,0,1,Yes,No,No,No,Belém
11180,0,50,2,1,0,0,No,No,No,No,Mooca
2951,150,56,3,1,0,1,No,No,No,No,Artur Alvim
9295,600,63,3,2,1,1,No,Yes,No,No,Casa Verde
1522,350,45,1,2,1,1,Yes,Yes,Yes,No,Vila Mariana
687,750,70,3,2,1,1,Yes,No,No,No,Vila Prudente
3177,250,44,1,1,0,1,No,Yes,Yes,No,São Mateus
9705,0,49,2,2,1,1,No,No,Yes,No,Penha
10559,550,65,2,1,0,1,No,No,Yes,No,Campo Grande
10118,400,56,2,2,1,1,No,No,No,No,Freguesia do Ó
9220,688,100,2,2,1,1,Yes,No,No,No,Pari
4771,600,60,2,1,0,1,Yes,No,No,No,Pirituba
672,500,60,2,2,1,1,No,No,No,No,Vila Matilde
